code,nom
TD33AOF,SCE. APPELS D'OFFRES
TD33CTR,SCE. CONTRATS
TD34,DEPT SUIVI DES REALISATIONS
TD4,DIR. ADMINISTRATION ET FINANCES
TD41,DEPT ADMINISTRATION
TD42,DEPT FINANCES
TD43,DEPT COMPTABILITE
TD6,DIR REHABILITATION DES OUVRAGES
TEB,DIR REGIONALE CENTRE BEJAIA
TEBE,S/DIR EXPLOITATION
TEBEG,DEPT EXPLOITATION GAZ
TEBEGP1,BASE BORDJ MENAIEL
TEBEGSC3,SC3 GG1 MODJBARA
TEBEL,DEPT EXPLOITATION LIQUIDES
TEBELLB,SCE LABORATOIRE
TEBELLG,SCE LIGNES
TEBELP1,SCE GROUPE STATIONS SP1 BIS-SPA
TEBELP2,SCE GROUPE STATIONS SP2 BIS-SPB
TEBELP3,SCE GROUPE STATIONS SP3 BIS-SPC
TEBELP4,STATION BENI MANSOUR - SPD
TEBELP5,TERMINAL SIDI ARCINE
TEBELTA,TERMINAL ARRIVEE
TEBELTC,SCE TRAFIC
TEBEPLG1,BASE MEDJEDEL
TEBT,S/DIR TECHNIQUE
TEBTA,DEPT APPRO./TRANSPORT
TEBTAAP,SCE APPROVISIONNEMENTS
TEBTAGS,SCE GESTION STOCKS
TEBTAGT,SCE GESTION TECHNIQUE
TEBTATM,SCE TRANSPORT MANUTENTION/ENTRETIEN
TEBTF,DEPT TRAVAUX NEUFS
TEBTFAD,SCE ARCHIVES DOCUMENTATIONS
TEBTFET,SCE ETUDES
TEBTFTS,SCE TECHNIQUE ET SUIVI REALISATIONS
TEBTM,DEPT MAINTENANCE
TEBTMEL,SCE ELECTRICITE
TEBTMIS,SCE INSTRUMENTATION
TEBTMMC,SCE MECANIQUE
TEBTMMT,SCE PLANNING ET METHODES
TEBTMTC,SCE TELECOM
TEBTP,DEPT PROTECTION DES OUVRAGES
TEBTPCR,SCE TRAVAUX
TEBTPES,SCE ENTRETIEN/STOCKAGE ET AUXILIAIRE
TEBTPLG,SCE ENTRETIEN LIGNE
TEBTPPC,SCE PROTECTION CATHODIQUE
TEBY,PERS S.I.E DIR REGIONALE CENTRE BEJAIA
TEBYAD,DSP LAGHOUAT DYNAMIQUE
TEBYAS,DSP LAGHOUAT STATIQUE
TEBYBD,DSP STATIQUE EL-MHIR
TEBYBG,DSP STATIQUE SIEGE
TEBYBJ,DSP DYNAMIQUE SIEGE
TEBYDA,DSP SPA TOUGGOURT
TEBYDB,DSP SPB OUMACHE
TEBYD1,DSP SP1 BIS EL-OUED
TEBYD2,DSP SP2 LOUTTAYA
TEBYGM,GROUPE VIGILES MEDJEDEL
TEBYG1,GROUPE VIGILES EL-KHEBOUZIA
TEBYG2,GROUPE VIGILES AOMAR-GARE
TEBYG3,GROUPE VIGILES LES-ISSERS
TEBYG4,GROUPE VIGILES AIN-LAHJAR
TEBYG6,GROUPE VIGILES SBM
TEBYG7,GROUPE VIGILES SBM
TEBYG8,GROUPE VIGILES EL-HACHIMIA
TEBYLD,DSP DYNAMIQUE LADJIBA
TEBYMS,DSP STATIQUE GG1
TEBYPS,PERS SIE PENSION DE SERVICE
TEBYRD,DSP DYNAMIQUE DIRAH
TEBYSA,DSP STATIQUE SIDI-AISSA
TEBYSC,GROUPE VIGILES SPC
TEBYS1,DSP DYNAMIQUE SAGUIA
TEBYS3,DSP SP3 MSILA
TEBYS4,DSP PC4 MEDJEDEL
TEB0,CELLULE DIRECTION
TEB0Q,CENTRE INFORMATIQUE
TEB0QBL,SCE BASE DES DONNEES & LOGICIELS
TEB0QSR,SCE SYSTEMES & RESEAUX
TEB0QST,SCE SUPPORTS TECHNIQUES
TEB0S,DEPT HSE
TEB0SIN,SCE INTERVENTION
TEB0SPV,SCE PREVENTION
TEB0SSE,SCE SANTE ET ENVIRONNEMENT
TEB01,SECRETARIAT
TEB1,S/DIR ADMINISTRATION
TEB1A,DEPT ADMINISTRATION & SOCIAL
TEB1AGP,SCE GESTION PAIE
TEB1APS,SCE PRESTATIONS SOCIALES
TEB1ARI,SCE RELATIONS INDUSTRIELLES
TEB1H,DEPT RESSOURCES HUMAINES ET COMMUNICATION
TEB1HCC,COMMUNICATION
TEB1HCF,CENTRE FORM. PROF. M'SILA
TEB1HGP,SCE GESTION PREVISIONNELLE
TEB1HRF,SCE RECRUTEMENT & FORMATION
TEB1M,DEPT MOYENS GENERAUX
TEB1MBO,BUREAU D'ORDRE
TEB1MCO,COOPERATIVES
TEB1MEN,SCE ENTRETIEN
TEB1MID,SCE INTENDANCE
TEB1MIT,SCE INTERIEUR
TEB2,S/DIRECTION FIN JURIDIQUE
TEB2B,DEPT BUDGET CONTROLE GESTION
TEB2BBD,SCE BUDGET
TEB2BCG,SCE CONTROLE DE GESTION
TEB2F,DEPT FINANCES
TEB2FCG,SCE COMPTABILITE GENERALE
TEB2FTR,SCE TRESORERIE
TEB2J,DEPT JURIDIQUE
TEB2JAC,SCE ASSURANCES ET CONTENTIEUX
TEB2JCT,SCE CONTRATS
TEH,DIR REGIONALE HAOUD EL HAMRA
TEHG,S DIR GAZODUCS
TEHGD,CENTRE NATIONAL DISPATCHING GAZ CNDG
TEHGG,DPT EXPLOITATION GAZ
TEHGGLG,SCE LIGNES GAZODUCS
TEHGGSC3,TERMINAUX SC3 GR1-GR2 OUARGLA
TEHGGSC4,TERMINAUX SC4 GR1-GR2 HRM
TEHGGTA,SCE TRAFIC ET ANALYSES
TEHG2AM,SCE. ADM/MOG
TEHL,S/DIR EXPLOITATION OLEODUCS
TEHLD,CENTRE NATIONAL DISPATCH. HYDROLIQUIDES
TEHLDCB,SCE. COMPTABILITE/BRUT
TEHLDLB,SCE LABORATOIRE
TEHLDTC,SCE TRAFIC
TEHLL,DPT EXPLOITATION LIQUIDES
TEHLLCHB,CENTRE STH HASSI BERKINE
TEHLLLG,SCE LIGNES OLEODUCS
TEHLLPA,SCE. PATRIMOINE AMONT
TEHLLTBO,TERMINAL DEPART EL BORMA
TEHLLTGP,TERMINAL GPL:LNZ1/LR1 HEH
TEHLLTMS,TERMINAL DEPART  MESDAR
TEHLLTN,TERMINAL NEZLA
TEHLLTP2,TERMINAL OZ1/OZ2/LNZ1 OUARGLA
TEHLLTP3,TERMINAL OZ1/OZ2/LNZ1 GHARDAIA
TEHLLT24,TERMINAL DEPART OB1 BEJAIA
TEHLLT28,TERMINAL DEPART OZ1/OZ2 ARZEW
TEHLLT34,TERMINAL DEPART OK1 SKIKDA
TEHT,S/DIR TECHNIQUE
TEHTA,DPT APPRO TRANSPORT
TEHTAAP,SCE APPROVISIONNEMENT
TEHTAER,SCE ENTRETIEN/REPARATION
TEHTAET,SCE EXPLOITATION TRANSPORT
TEHTAGS,SCE GESTION STOCKS
TEHTAGT,SCE GESTION TECHNIQUE
TEHTF,DEPT TRAVAUX NEUFS
TEHTFAD,SCE ARCHIVES ET DOCUMENTATION
TEHTFET,SCE ETUDES
TEHTFTP,SCE TECHNIQUES PIPES-LINES
TEHTFTS,SCE TECHNIQUE/SUIVI DES REALISATIONS
TEHTLTA,TERMINAL ARRIVEE
TEHTM,DEPT MAINTENANCE
TEHTMEL,SCE ELECTRICITE
TEHTMIS,SCE INSTRUMENTATION
TEHTMMC,SCE MECANIQUE
TEHTMMT,SCE PLANNING ET METHODES
TEHTMTC,SCE TELECOM.
TEHTP,DEPT PROTECTION DES OUVRAGES
TEHTPCR,SCE CONTRUCTION/REPARATION
TEHTPLG,SCE ENTRETIEN LIGNES
TEHTPPC,SCE PROTECTION CATHODIQUE
TEHTPSA,SCE ENTRETIEN STOCKS/AUXILIAIRES
TEHTPSC,SCE SURVEILLANCE/CONTROLE
TEHY,PERS S.I.E DIR REGIONALE HAOUD EL HAMRA
TEHYBR,SIE STATION POMPAGE BORMA
TEHYEL,SIE STATION POMPAGE ELR1
TEHYHB,SIE STATION POMPAGE HASSI BERKINE
TEHYHE,SIE PERS DIR REGIONAL HEH
TEHYNZ,SIE STATION POMPAGE NEZLA
TEHYSM,SIE STATION POMPAGE MESDAR
TEHYS2,SIE STATION POMPAGE OUARGLA SP2
TEHYS3,SIE STATION POMPAGE GHARDAIA SP3
TEH0,CELLULE DIRECTION
TEH0Q,CENTRE INFORMATIQUE
TEH0QBL,SCE BASE DES DONNEES & LOGICIELS
TEH0QSR,SCE SYSTEMES & RESEAUX
TEH0QST,SCE SUPPORTS TECHNIQUES
TEH0S,DPT HSE
TEH0SIN,SCE INTERVENTION
TEH0SPV,SCE PREVENTION
TEH0SSE,SCE SANTE ET ENVIRONNEMENT
TEH01,SECRETARIAT
TEH1,S/DIR ADMINISTRATION
TEH1A,DEPT ADMINISTRATION & SOCIAL
TEH1ACM,CENTRE MEDICO-SOCIAL
TEH1AGA,SCE GESTION ADM
TEH1APA,SCE PAIE
TEH1APS,SCE PRESTATIONS SOCIALES
TEH1ARI,SCE RELATIONS INDUSTRIELLES
TEH1ASL,SCE SPORT ET LOISIRS
TEH1H,DEPT RESSOURCES HUMAINES ET COMMUNICATION
TEH1HCF,CENTRE DE FORMATION
TEH1HFR,SCE RECRUTEMENT & FORMATION
TEH1HGP,SCE GESTION PREVISIONNELLE
TEH1M,DEPT MOYENS GENERAUX
TEH1MBO,BUREAU D'ORDRE
TEH1MCO,COOPERATIVE
TEH1MEB,SCE ENTRETIEN BATIMENT
TEH1MID,SCE INTENDANCE
TEH1MIT,SCE INTERIEUR
TEH2,DIRECTION FINANCES ET JURIDIQUE
TEH2B,DEPT BUDGET CONTROLE GESTION
TEH2BBD,SCE BUDGET
TEH2BCG,SCE CONTROLE DE GESTION
TEH2F,DEPT FINANCES
TEH2FCG,SCE COMPTABILITE GENERALE
TEH2FTR,SCE TRESORERIE
TEH2J,DEPT JURIDIQUE
TEH2JCT,SCE CONTRATS
TEH2JPC,SCE PATRIMOINE/CONTENTIEUX
TEK,DIR REGIONALE EST SKIKDA
TEKE,S/DIRECTION EXPLOITATION
TEKEG,DPT EXPLOITATION GAZ
TEKEGLG,SCE LIGNES
TEKEGLGCA,STATION COMPRESSION A
TEKEGLGCB,STATION COMPRESSION B
TEKEGLGCC,STATION COMPRESSION C
TEKEGLGCD,STATION COMPRESSION D
TEKEGLGCE,STATION COMPRESSION E
TEKEGTA,SCE TERMINAL ARRIVEE GAZ
TEKEGTC,SCE TRAFIC
TEKEL,DPT EXPLOITATION LIQUIDES
TEKELLB,SCE LABORATOIRE
TEKELLG,SCE LIGNES
TEKELLGP2,STATION POMPAGE N�2
TEKELLGP3,STATION POMPAGE N�3
TEKELLGP4,STATION POMPAGE N�4
J1751,CELLULE DIRECTION
J1752,SECRETARIAT
J176,DEPT ANALYSE & REPORTING MARCHE NATIONAL
J19,DIR. TECHNOLOGIES DE L'INFORMATION
J190,CELLULE DIRECTION
J1901,SECRETARIAT
J191,DEPARTEMENT ORGANISATION
J192,DEPT RESEAUX ET SYSTEMES
J193,DEPARTEMENT DEVELOPPEMENT ET SYSTEMES
J194,DEPT.TELECOMMUNICATIONS ET MAINTENANCE
J195,DEPT SOLUTIONS METERS
J196,DEPT SECURITE DES SYST.D'INFORMATION
J20,DIRECTION  RISK MANAGEMENT
J200,CELLULE DIRECTION
J2001,SECRETARIAT
J201,DEPT.FRONT OFFICE
J202,DEPT.MIDDLE OFFICE
J203,DEPT.BACK  OFFICE
J204,DEPT.RISK CONTROL
J30,STAF DGA
J301,COORDONNAT CHARGE SECREET DGA
J302,CONSEILLERS GDA
J303,DEPT CONTROLE INTERNE
J304,DEPT JURIDIQUE
J305,DEPT HSE
J306,COORDONNATEUR SURETE INTERNE
J31,DIRECTION RESSOURCES HUMAINES
J310,SECRETARIAT
J311,DPT DEV RHU&GEST CARRIERES
J312,DEPARTEMENT FOR/PLANIF RHU
J313,DEPT GES PERS&REALISATION TRAV
J32,DIRECTION FINANACES
J320,SECRETARIAT
J321,DEPARTEMENT COMPTABILITE
J322,DEPARTEMENT TRESORERIE
J323,DPT BUDGET
J33,DIRECTION MOYENS GENERAUX
J330,SECRETARIAT
J331,DPT PASSA MARCHES/CONTRAS
J332,DPT APPRO&TRANSPORT
J333,DPT TECHNIQUE
J334,CELLULE RELATIONS EXTERIEURES
J34,DIRECTION ETUDES DE MARCHES ET PLANIFICATION
J340,SECRETARIAT
J341,DEPARTEMENT ANALYSE DES MARCHES ENERGITIQUES
J342,DEPARTEMENT PLANIFICATION
J343,CENTRE INFORMATION ET ANALYSES DOCUMENTAIRES
J35,DIVISION COMMERCIALISATION GAZ
J350,SECRETARIAT
J351,DIRECTION EXPORTATION GN/GNL
J3510,SECRETARIAT
J3511,DPT EXPORT GN/GNL EAST/MED
J3512,DPT EXPORT GN/GNL WEST/MED
J3513,DPT OPERATION GN
J3514,DPT OPERATION GNL
J3515,UNITE PORTUNAIRE OUEST (ARZEW)
J352,DIRECTION EXPORTATIONS GPL
J3520,SECRETARIAT
J3521,DPT EXPORT GPL EAST/MED
J3522,DPT EXPORT GPL WEST/MED
J3523,DPT OPERATION GPL
J353,DIRECTION VENTE GAZ & MARCHE NATIONAL
J3530,SECRETARIAT
J3531,DPT VENTE GN & GAZ INDUSTRIEL
J3532,DEPT OPERATION GAZ
J3533,DPT VENTES & OPERATION GPL
J3534,DPT PLANIF & REPORTING
J3535,DPT GEST ASSOCIATIONS GN/GPL
J36,DIVISION COM PETROLE BRUT & PRODUITS PETROLIERS
J360,SECRETARIAT
J361,DIRECTION COMMERCIALISATION PETROLE BRUT & CONDENSAT
J3610,SECRETARIAT
J3611,DPT COM PETROL BRUT
J3612,DPT COM CONDENSAT
J3613,DPT OPERATION PB&CONDESAT
J3614,DEPT.GESTION ASSOCIATIONS
J3615,UNITE PORTUAIRE SKIKDA
J362,DIRECTION COMMERCIALISATION PRODUITS PETROLIERS & DERIVES
J3620,SECRETARIAT
J3621,DPT COM NAPHT/ESS&DISTILLAT
J3622,DPT COM PRODUITS SPECIAUX
J3623,DPT COM FUELS&BITUMES
J3624,DPT OPER PROD PETROL&DRIVE
J363,DIRECTION VENTE PRODUITS PETROLIERS & DERIVES MARCHE NATIONAL
J3630,SECRETARIAT
J3631,DPT VENTES & OPER CARBURANTS
J3632,DPT VENTE&OP BIT&PROD PETROC
J3633,DPT VENTE&OP LUBR&PROD SPEC
J3634,DPT PLANIF&REPORTING
J3635,DPT.QUALITE
J37,DIRECTION TRANSPORT MARITIME
J370,SECRETARIAT
J371,DEPT TRANSPORT MARITIME HL
J372,DEPT TRANSPORT GNL
J373,DEPT TRANSPORT MARITIME GPL
J38,DIRECTION SYSTEMES D'INFORMATION
J380,SECRETARIAT
J381,DEPARTEMENT DEVLOPPEMENT ET SYSTEMES
J382,DEPARTEMENT RESEAUX ET SECURITES
J383,DEPARTEMENT ORGANISATION
J384,DEPT.TELECOMMUNICATIONS ET MAINTENANCE
J39,CADRES SUPPERIEURS ACTIVIT COMMERCIALISATION
J390,C.S./STAFF DGA
J391,C.S./FIN
J392,C.S./DSI
J393,C.S./RHU
J394,C.S./DMG
J395,C.S./CPBPP
J396,C.S./DCG
J397,C.S./EMP
J40,DIR. TRANSPORT MARITIME
J400,SECRETARIAT
J401,DEPT TRANSPORT MARITIME HYDRO.LIQUIDES
J402,DEPT TRANSPORT MARITIME GNL
J403,DEPT TRANSPORT MARITIME GPL
J50,DIR. ETUDES PLANIFICATION/PERFORMANCES
J500,SECRETARIAT
J501,DEPT VEILLE ET ANALYSE MARCHES
J502,DEPT ETUDES ENERGETIQUES
J503,DEPT PLANIF.PERFORMANCE ET REPORTING
J504,DEPT ORGANISATION
J60,DIR. JURIDIQUE
J600,SECRETARIAT
J601,DEPT CONTRATS
J602,DEPT CONSEIL ET VEILLE REGLEMENTAIRE
J70,COORDINATION UNITES PORTULAIRES
J700,SECRETARIAT
J701,UNITE PORTUAIRE EST (SKIKDA)
J702,UNITE PORTUAIRE CENTRE (ALGER/BEJAIA)
J703,UNITE PORTUAIRE OUEST (ARZEW)
J704,DEPT QUALITE
J71,CADRES SUPERIEURS ACTIVITE COMMERCIALISATION
J71A,C.S./ STAFF VP
J71AA,C.S./ STAFF DGA
J71B,C.S./ FIN
J71C,C.S./ DTII
J71D,C.S./ RHU
J71E,C.S./ DMG
J71EE,C.S./ DMG
J71F,C.S./ CBR
J71FF,C.S./CPBPP
J71G,C.S./ CGZ
J71GG,C.S./ CGZ
J71H,C.S./ VMN
J71I,C.S./ RMN
J71J,C.S./ EPP
J71K,C.S./ TRM
J71L,C.S./ JUR
J71M,C.S./ UPN
K,CADRES SUPERIEURS SONATRACH
K00,S.I.E
K01,DIRECTION GENERALE
K01A,STAF DG
K01B,SECRETARIAT GENERAL
K01B1,DEPT MISSIONS
K01B2,DIR GESTION PATRIMOINE SIEGE
K01B3,DIR RELATIONS PUBLIQUES
K01B4,DIR AFFAIRES SOCIALES
K01C,DIRECTION CORPORATE AFFAIRS
K01C1,DIR STRATEGY & PROSPECTIVE
K01C2,DIR PERFORMANCE MANGT
K01C3,DIR ADM & LEGAL AFFAIRS
K01C4,INSTITUT ALGERIEN DU PETROLE
K01C5,SH MANAGT ACADEMY
K02,DIRECTION CORPORATE RESSOURCES HUMAINES
K02A,STAFF DCP/RH
K02B,DIRECTION RESSOURCES HUMAINES
K02C,DIRECTION FORMATION & PLANIF RHU
K02D,DIRECTION GESTION PERSONNEL SIEGE
K02E,CENTRE DE PERFECT.DE L'ENTREPRISE
K02E1,C.P.E   ALGER
K02E2,C.P.E   ARZEW
K02F,INSTITUT ALGERIEN DU PETROLE
K02G,DIRECTION REGLEMENTATION & VEILLE SOCIALE
K02H,DIRECTION AFFAIRES SOCIALES
K02J,DIRECTION COMMUNICATION & STRA.IMAGE
K02R,DIRECTION REMUNIRATION
K02SR,PERSONNEL CADRE SUP EN SUSPENSION DE RELATION/TRAVAIL
K03,DCG FINANCES
K03A,STAFF FIN
K03B,DIRECTION OPERATIONS FINANCIERES
K03C,DIRECTION TRESORERIE
K03D,DIRECTION TRESORERIE GROUPE
K03E,DIRECTION CONSOLIDATION COMPTABLE
K03F,DIRECTION CONTROLE DE GESTION
K03G,DIRECTION ASSUR.FISC./PATRIMOINE
K03H,DIRECTION COMPTABILITE SIEGE
K04,DCG STRATEGIE PLANIFICATION ET ECONOMIE
K04A,STAFF SPE (GCS)
K04B,DIRECTION STRATEGIE ET PROSPECTIVE
K04C,DIRECTION CORPORATE PLANNING
K04D,DIRECTION ETUDES ECONOMIQUES
K04E,DIRECTION INFORMATIONS DOCUMENTAIRES
K05,DCG ACTIVITES CENTRALES
K05A,STAFF ACT
K05B,DIRECTION INFRASTRUCTURES ET MOYENS
K05C,DIRECTION COMPTABILITE SIEGE
K05D,DIRECTION COMMUNICAT. ET STRAT.D'IMAGE
K05E,DIRECTION AFFAIRES SOCIALES
K05F,DIRECTION RELATION PUBLIQUES
K05H,DIRECTION INFORMATIQUE
K06,DIRECTION CENTRALE JURIDIQUE
K06A,STAFF JUR (GCS)
K06B,S/D DES ETUDES ET DE LA REGULATION
K06C,S/D DU PATRIMOINE
K06D,S/D DE LA DOC.ET DU DEPOT LEGAL
K06E,S/D DU REGLEMENT DES DIFFERENDS
K06F,"S/D ELABORAT. ET CONTROLE,APP CONTRATS"
K07,DIRECTION CENTRALE AUDIT GROUPE
K07A,STAFF ADG
K07B,"S/D METHODES,PRG,ANALYSES ET SYNTH."
K07C,S/D COORD.ET ACTIVITES AUDIT/SH
K07D,S/D AUDIT ASOCIATIONS (GCS)
K07E,S/D AUDIT HOLDING ET FILIALES
K07F,DIRECTION METHODES FORMATION ET QUALITE
K07G,DIRECTION PLANNING ET COORDINATION
K07H,DIR.METHODES/FORMATIONS/QUALITE
K07J,DIRECTION PLANNING/COORDINATION
K08,"DIRECTION CENTRALE SANTE,SEC.,ENVIR."
K08A,STAFF HSE
K08B,"DIRECTION MANAGEMENT SANTE, SECURITE"
K08C,DIR.MANAGEMENT DE L'ENVIR.VEILLE REGLE./INFORMATION
K09,ACTIVITE AMONT
K09A,STAFF AMT
K09B,DIRECTIONS FONCTIONNELLES
K09B1,DIRECTION RESSOURCES HUMAINES
K09B2,DIRECTION PLANIF.FINANCES
K09B3,DIRECTION JURIDIQUE
K09B4,"DIRECTION ETUDES,ECO.ET SYNTHESES"
K09B5,DIRECTION AUDIT
K09B6,"DIRECTION SANTE,SEC.,ENVIR."
K09C,DIVISION EXPLORATION
K09D,DIVISION FORAGE
K09E,DIVISION PRODUCTION
K09F,DIVISION ASSOCIATIONS
K09G,DIVISION P.E.D
K09H,DIVISION OPERATIONS
K09J,DIVISION DATA CONTROL
K09K,DIVISION C.R.D
K09L,DIVISION ENC
K09M,DIVISION BUSINESS DEV.
K10,ACTIVITE  AVAL
K10A,STAFF AVL
K10B,DIRECTIONS CENTRALES
K10B1,DIRECTION R.HUMAINES ET COMM.
K10B2,DIRECTION FINANCES
K10B3,DIRECTION JUR. ET GEST. PORTEF
K10B4,DIRECTION PLANIF. ET SYSTEMES
K10B5,DIRECTION INFORMAT./SYST.INF.
K10B6,DIRECTION H.S.E
K10B7,DIRECTION AUDIT INTERNE
K10B8,DIRECTION COORD MAITRIS TECHNOLOGIE
K10B9,DIRECTION CENTRE DE CONVENTIONS D'ORAN
K10C,DIVISION G.N.L
K10D,DIVISION G.P.L
K10E,DIVISION BUSINESS DEV.
K10F,DIVISION LIQUEF/SEPARAT DES GAZ
K10G,DIVISION ETUDES ET DEVELOPPEMENT
K10H,DIVISION RECHERCHE � TECHNOLOGIE
K10J,DIRECTION PROJET ETUDE & REALISATION DE STATIONS-SERVICE
K10J00,STAFF DIRECTION
K10J01,DEPARTEMENT TECHNIQUE
K10J02,DEPARTEMENT REALISATION & COORDINATION PROJETS
K10J03,DEPARTEMENT FINANCES ET JURIDIQUE
K10J04,DEPARTEMENT ADMINISTRATION & MOYENS
K11,ACTIVITE TRANSP. PAR CANALISAT.
K11A,STAFF T.R.C
K11B,DIRECTIONS CENTRALES
K11B1,DIRECTION RESSOURCES HUMAINES
K11B2,DIRECTION FINANCES
K11B3,DIRECTION JURIDIQUE
K11B4,DIRECTION ETUDES ET PLANIF.
K11B5,DIRECTION ORG ET SYST.INFORM.
K11B6,DIRECTION ADMINISTRATION SIEGE
K11C,DIVISION EXPLOITATION
K11D,DIVISION MAINTENANCE
K11E,DIVISION ETUDES ET DEV
K11F,DIVISION BUSINESS DEV
K12,ACTIVITE COMMERCIALISATION
K12A,STAFF VP COM
K12B,DIRECTIONS FONCTIONNELLES
K12B1,DIRECTION RESSOURCES HUMAINES
K12B2,DIRECTION FINANCES
K12B3,DIRECTION ETUDES MARCHES ET PLANIF
K12B4,DIRECTION ADM ET MOYENS
K12B5,DIRECTION SYSTEME INFORMATION
K12B6,DIRECTION RISK MANAGEMENT
K12C,DIVISION EXPORTATION P.B. ET P.P
K12D,DIVISION EXPORTATION GAZ
K12E,DIVISION MARCHE INTERIEUR ET FILIALES
K13,DCG ACTIVITES INTERNATIONALES (DCG/INT)
K13A,STAFF DCG/INT
K13B,DIRECTION DEV.INTERNATIONAL AMONT DCG/INT
K13C,DIRECTION DEV.INTERNATIONAL AVAL ET DIVERSIFICATION
K13D,DIRECTION PLANIF./ SYNTHESE DCG/INT
K14,DIRECTION CENTRALE TECH ET DEVELOP (DC/TECH)
K14A,STAFF DC  TECH
K14B,DIRECTION REFERENCIELS ET MANAGEMENT QUALITE
K14C,DIRECTION PROCEDES ET SUIVI DES PROJETS
K15,DIRECTION CENTRALE DES MARCHES
K16,C.SUP.DCG AST
K16A,STAF DC GESTION AST
K16B,DIVISION EXPLORATION & GISEMENTS
K16C,DIVISION DEVELOPPEMENT & EXPLOITATION
K16D,DIVISION FORAGE DE PRODUCTION
K16E,DIVISION SANTE SECURITE & ENVIRONNEMENT
K16F,DIVISION FINANCE
K16G,DIVISION JURIDIQUE & CONTRATS
K16H,DIVISION RESSOURCES HUMAINES
K16J,DIVISION ASSISTANCE AUX OPERATEURS
K17,DIRECTION CENTRALE IAP CU
K17A,STAF DC IAP CU
K17B,DIRECTION ETUDES & PEDAGOGIE
K17C,DIRECTION RECHERCHE & DEVELOPPEMENT
K17D,DIRECTION ADMINISTRATION & FINANCES
K17E,ECOLE DE BOUMERDES
K17F,ECOLE DE SKIKDA
K17G,ECOLE D'ARZEW
K18,DCG INGINEERING & DEVELOPPEMENT
K19,DCG FILIALES & PARICIPATION
K19A,STAF DCGFIP
K19B,DIRECTION ETUDES & PLANIFICATION
K19C,DIRECTION FINANCES
K19D,DIRECTION JURIDIQUE
K19E,DIRECTION COORDINATION RH
K20,CADRES SUPERIEURS DETACHES FILIALES SH
K20A,S.S.P
K20B,R.C.H
K20C,S.I.P
K20D,S.V.H
K20E,NEW ENERGY ALGERIA (NEAL)
K20F,SH GESTION SERVICES DE SOUTIEN S.G.S
K20G,SEGIS/SPA
K21,DIRECTION COORDINATION GROUPE PETROCHIMIE
K22,DIR CENTR DIGIT & SYST D'INFO (DSI)
K22A,STAFF DC ISI
K22B,DIRECTION SYSTEME INFORMATION
K22C,DIRECTION TECHNOLOGIE INFORMATION
K22D,DIRECTION INFORMATION DOCUMENTAIRE
K22E,DIRECTION QUALITE/METHODES/ARCHITECTURES
K22F,CADRES SUP D.TELECOM / DC-ISI
K23,DIRECTION CORPORATE BUSINESS DEVELOPEMENT ET MARKETING
K23A,STAFF BDM
K23B,DIR RESSOURCES NON CONV
K23C,DIR RESSOURCES CONV
k23D,DIR OFFSHORE
K23E,DIR RAF & PETROCHIMIE
K23F,DIR OPPORTUNITES COM
K23G,DIR SYS D'INFO & COMMUNICATION
K23H,DIR OPTIMISATION DE PORTEFEUILLE
K23J,DIR STRATEGIE
K23K,DIR ECONOMIE DES HYDROCARBURES
K23L,DIR BUDGET & PLANIFICATION
K24,DIRECTION CENTRALE RDT
K25,DIR CENTR RESSOURCES NOUV (REN)
K26,DIR CENTR ENG&PROJ MANG (EPM)
K27,DIR CENTR PROCUR&LOGIS (P&L)
K30,CADRES SUPERIEURS DETACHES EN ALGERIE
K30A,CADRES SUPERIEURS DETACHES M.E.M
K30B,CADRES SUPERIEURS DETACHES HORS STRUCTURES
K30C,CADRES SUPERIEURS DETACHES SYNDICAT NATIONAL
K30D,AGENCE ALNAFT
K30E,AGENCE ARH
K30F,CADRES SUP DETACHES SOPREP
K31,ACTIVITE RAFFINAGE ET PETROCHIMIE
K31A,STAFF RPC
K31B,DIRECTION FONCTIONNELLES
K31B1,DIR PLANIFICATION ETUDES PERFORMANCES
K31B2,DIR FINANCES
K31B3,DIR JURIDIQUE
K31B4,DIR RESSOURCES HUMAINES
K31B5,DIR TECHNOLOGIE DE L4INFORMATION
K31B6,DIR SANTE SECURITE & ENVIRONNEMENT
K31B7,DIR ADMINISTRATION ET GESTION SIEGE RPC
K31C,DIV EXP RAFFINAGE
K31D,DIV EXP PETROCHIMIE
K31E,DIV METHODES & OPERATIONS
K40,CADRES SUPERIEURS DETACHES A L'ETRANGER
L,ACTIVITE EXPLORATION PRODUCTION/EP
LAA,UNITE SIEGE ACT.AMONT
LAB1,STAFF VP
LAB2,SECRETARIAT VP
LAB3,DEPT. COMMUNICATION
LAB4,DIRECTION PROJET DEV.&OPTIM.GISEMENT HMD
LAB40,CELLULE DIRECTION
LAB41,SECRETARIAT
LAB5,DIRECTION PROJET STIMULATION & EVALUATION DES PUITS D'EXPLORATION
LAB6,COORDINATION SIE
LAB61,DEPT ANALYSE/CONSOLIDATION
LAB62,DEPT INSPECTION/CONTROLE
LAC,CELLULE ACT.AMONT
LAC1,DIRECTION RESSOURCES HUMAINES
LAC1A1,DEPT FORMATION
LAC1A2,DEPT DEVELOPPEMENT RHU
LAC1A3,DEPT. ORGANISATION
LAC1A4,DEPT.RELATION TRAVAIL& GEST.C.SUP
LAC1A5,DEPT REMUNERATION
